sale_id,date,store_channel,payment_method,product_id,product_name,category,sub_category,quantity_sold,unit_price,discount_pct,discount_amount,total_sale,cost_total,gross_profit,customer_id,is_promotion,is_returned,net_profit
S01838,2024-04-01,Online,Credit Card,P021,Unisex Socks (3-pack),All,Accessories,1,9.99,5,0.5,9.49,2.5,6.99,C090,False,False,6.99
S01839,2024-04-01,Online,Credit Card,P010,Women's Blouse,Women,Top,1,34.99,0,0.0,34.99,12.0,22.99,C061,False,False,22.99
S01840,2024-04-01,Online,PayPal,P016,Kids T-shirt,Kids,Shirt,1,14.99,15,2.25,12.74,5.0,7.74,C131,False,True,0.0
S01841,2024-04-01,Online,PayPal,P004,Men's Chino Pants,Men,Pants,4,44.99,5,9.0,170.96,60.0,110.96,C008,False,False,110.96
S01842,2024-04-01,Online,Debit Card,P007,Men's Polo Shirt,Men,Shirt,1,34.99,5,1.75,33.24,12.0,21.24,Guest,False,False,21.24
S01843,2024-04-01,Online,Credit Card,P020,Unisex Cap,All,Accessories,2,14.99,0,0.0,29.98,8.0,21.98,C181,False,False,21.98
S01844,2024-04-01,Online,Debit Card,P003,Men's Slim Jeans,Men,Pants,3,49.99,5,7.5,142.47,54.0,88.47,C051,False,False,88.47
S01845,2024-04-01,Physical,Debit Card,P022,Leather Belt,All,Accessories,3,19.99,0,0.0,59.97,18.0,41.97,C054,False,False,41.97
S01846,2024-04-02,Online,PayPal,P020,Unisex Cap,All,Accessories,1,14.99,0,0.0,14.99,4.0,10.99,C096,False,False,10.99
S01847,2024-04-02,Online,Debit Card,P022,Leather Belt,All,Accessories,5,19.99,5,5.0,94.95,30.0,64.95,C185,False,False,64.95
S01848,2024-04-02,Physical,Debit Card,P006,Men's Puffer Jacket,Men,Jacket,4,89.99,0,0.0,359.96,140.0,219.96,C127,False,True,0.0
S01849,2024-04-02,Online,Credit Card,P020,Unisex Cap,All,Accessories,1,14.99,0,0.0,14.99,4.0,10.99,C006,False,False,10.99
S01850,2024-04-02,Physical,Cash,P013,Women's Hoodie,Women,Jacket,1,59.99,0,0.0,59.99,22.0,37.99,C171,False,False,37.99
S01851,2024-04-02,Online,Credit Card,P007,Men's Polo Shirt,Men,Shirt,2,34.99,0,0.0,69.98,24.0,45.98,C159,False,False,45.98
S01852,2024-04-02,Physical,Debit Card,P022,Leather Belt,All,Accessories,2,19.99,0,0.0,39.98,12.0,27.98,C087,False,True,0.0
S01853,2024-04-02,Online,Mobile Pay,P008,Women's Floral Dress,Women,Dress,3,54.99,5,8.25,156.72,60.0,96.72,C162,False,False,96.72
S01854,2024-04-02,Online,PayPal,P025,Women's Swimsuit,women,Swimwear,2,44.99,5,4.5,85.48,32.0,53.48,C156,False,False,53.48
S01855,2024-04-02,Physical,Credit Card,P008,Women's Floral Dress,Women,Dress,2,54.99,0,0.0,109.98,40.0,69.98,Guest,False,False,69.98
S01856,2024-04-02,Online,Credit Card,P008,Women's Floral Dress,Women,Dress,1,54.99,0,0.0,54.99,20.0,34.99,C034,False,False,34.99
S01857,2024-04-03,Physical,Mobile Pay,P021,Unisex Socks (3-pack),All,Accessories,3,9.99,10,3.0,26.97,7.5,19.47,C154,False,False,19.47
S01858,2024-04-03,Physical,Mobile Pay,P008,Women's Floral Dress,Women,Dress,1,54.99,10,5.5,49.49,20.0,29.49,C064,False,False,29.49
S01859,2024-04-03,Physical,Mobile Pay,P011,Women's Skirt,Women,Skirt,3,39.99,0,0.0,119.97,42.0,77.97,C025,False,True,0.0
S01860,2024-04-03,Physical,Credit Card,P023,Canvas Tote Bag,All,Accessories,1,24.99,5,1.25,23.74,8.0,15.74,C116,False,False,15.74
S01861,2024-04-03,Physical,Credit Card,P024,Men's Swim Shorts,Men,Swimwear,4,29.99,0,0.0,119.96,40.0,79.96,C117,False,False,79.96
S01862,2024-04-03,Physical,Cash,P021,Unisex Socks (3-pack),All,Accessories,1,9.99,5,0.5,9.49,2.5,6.99,C016,False,False,6.99
S01863,2024-04-03,Physical,Debit Card,P021,Unisex Socks (3-pack),All,Accessories,2,9.99,5,1.0,18.98,5.0,13.98,C010,False,False,13.98
S01864,2024-04-03,Online,Debit Card,P023,Canvas Tote Bag,All,Accessories,3,24.99,5,3.75,71.22,24.0,47.22,C063,False,False,47.22
S01865,2024-04-03,Online,Credit Card,P007,Men's Polo Shirt,Men,Shirt,2,34.99,0,0.0,69.98,24.0,45.98,C153,False,False,45.98
S01866,2024-04-03,Physical,Debit Card,P024,Men's Swim Shorts,Men,Swimwear,1,29.99,0,0.0,29.99,10.0,19.99,C151,False,False,19.99
S01867,2024-04-03,Physical,Credit Card,P021,Unisex Socks (3-pack),All,Accessories,1,9.99,0,0.0,9.99,2.5,7.49,C183,False,False,7.49
S01868,2024-04-03,Online,Debit Card,P021,Unisex Socks (3-pack),All,Accessories,2,9.99,0,0.0,19.98,5.0,14.98,C016,False,False,14.98
S01869,2024-04-04,Physical,Credit Card,P003,Men's Slim Jeans,Men,Pants,1,49.99,5,2.5,47.49,18.0,29.49,C143,False,False,29.49
S01870,2024-04-04,Physical,Mobile Pay,P009,Women's Casual Dress,Women,Dress,2,44.99,0,0.0,89.98,32.0,57.98,C047,False,False,57.98
S01871,2024-04-04,Online,Credit Card,P011,Women's Skirt,Women,Skirt,1,39.99,5,2.0,37.99,14.0,23.99,C050,False,False,23.99
S01872,2024-04-04,Physical,Debit Card,P003,Men's Slim Jeans,Men,Pants,2,49.99,10,10.0,89.98,36.0,53.98,C010,False,False,53.98
S01873,2024-04-04,Physical,Mobile Pay,P008,Women's Floral Dress,Women,Dress,1,54.99,10,5.5,49.49,20.0,29.49,C015,False,False,29.49
S01874,2024-04-04,Online,Credit Card,P007,Men's Polo Shirt,Men,Shirt,1,34.99,0,0.0,34.99,12.0,22.99,C079,False,False,22.99
S01875,2024-04-04,Physical,Debit Card,P012,Women's Skinny Jeans,Women,Pants,1,54.99,5,2.75,52.24,20.0,32.24,C194,False,False,32.24
S01876,2024-04-04,Physical,Debit Card,P020,Unisex Cap,All,Accessories,2,14.99,5,1.5,28.48,8.0,20.48,C056,False,False,20.48
S01877,2024-04-04,Physical,Credit Card,P003,Men's Slim Jeans,Men,Pants,1,49.99,10,5.0,44.99,18.0,26.99,C023,False,False,26.99
S01878,2024-04-04,Online,Credit Card,P010,Women's Blouse,Women,Top,3,34.99,0,0.0,104.97,36.0,68.97,C001,False,False,68.97
S01879,2024-04-05,Online,Credit Card,P024,Men's Swim Shorts,Men,Swimwear,3,29.99,0,0.0,89.97,30.0,59.97,C051,False,False,59.97
S01880,2024-04-05,Online,Credit Card,P005,Men's Hoodie,Men,Jacket,3,59.99,10,18.0,161.97,66.0,95.97,C020,False,False,95.97
S01881,2024-04-05,Physical,Cash,P002,Men's Premium T-shirt,Men,Shirt,1,29.99,5,1.5,28.49,11.0,17.49,C173,False,False,17.49
S01882,2024-04-05,Online,Credit Card,P020,Unisex Cap,All,Accessories,2,14.99,15,4.5,25.48,8.0,17.48,C104,False,False,17.48
S01883,2024-04-05,Online,Credit Card,P020,Unisex Cap,All,Accessories,4,14.99,0,0.0,59.96,16.0,43.96,C063,False,False,43.96
S01884,2024-04-05,Online,Mobile Pay,P012,Women's Skinny Jeans,Women,Pants,1,54.99,0,0.0,54.99,20.0,34.99,C081,False,False,34.99
S01885,2024-04-05,Physical,Debit Card,P023,Canvas Tote Bag,All,Accessories,1,24.99,10,2.5,22.49,8.0,14.49,C013,False,False,14.49
S01886,2024-04-05,Physical,Credit Card,P008,Women's Floral Dress,Women,Dress,2,54.99,15,16.5,93.48,40.0,53.48,C192,False,False,53.48
S01887,2024-04-05,Online,Credit Card,P010,Women's Blouse,Women,Top,1,34.99,5,1.75,33.24,12.0,21.24,C022,False,False,21.24
S01888,2024-04-05,Physical,Mobile Pay,P020,Unisex Cap,All,Accessories,3,14.99,10,4.5,40.47,12.0,28.47,C180,False,False,28.47
S01889,2024-04-05,Online,PayPal,P002,Men's Premium T-shirt,Men,Shirt,1,29.99,0,0.0,29.99,11.0,18.99,C051,False,False,18.99
S01890,2024-04-05,Online,Mobile Pay,P014,Women's Puffer Jacket,Women,Jacket,1,84.99,0,0.0,84.99,32.0,52.99,C049,False,False,52.99
S01891,2024-04-05,Online,Credit Card,P014,Women's Puffer Jacket,Women,Jacket,3,84.99,5,12.75,242.22,96.0,146.22,C192,False,False,146.22
S01892,2024-04-05,Online,PayPal,P010,Women's Blouse,Women,Top,2,34.99,0,0.0,69.98,24.0,45.98,C187,False,False,45.98
S01893,2024-04-05,Online,Debit Card,P015,Women's Cardigan,Women,Top,1,49.99,5,2.5,47.49,18.0,29.49,C172,False,False,29.49
S01894,2024-04-05,Physical,Credit Card,P009,Women's Casual Dress,Women,Dress,2,44.99,0,0.0,89.98,32.0,57.98,C115,False,False,57.98
S01895,2024-04-06,Physical,Cash,P013,Women's Hoodie,Women,Jacket,2,59.99,10,12.0,107.98,44.0,63.98,C027,False,False,63.98
S01896,2024-04-06,Online,Credit Card,P002,Men's Premium T-shirt,Men,Shirt,1,29.99,0,0.0,29.99,11.0,18.99,C093,False,False,18.99
S01897,2024-04-06,Online,PayPal,P015,Women's Cardigan,Women,Top,2,49.99,10,10.0,89.98,36.0,53.98,C133,False,False,53.98
S01898,2024-04-06,Online,Debit Card,P024,Men's Swim Shorts,Men,Swimwear,3,29.99,0,0.0,89.97,30.0,59.97,C046,False,False,59.97
S01899,2024-04-06,Online,Credit Card,P024,Men's Swim Shorts,Men,Swimwear,1,29.99,0,0.0,29.99,10.0,19.99,C027,False,False,19.99
S01900,2024-04-06,Physical,Debit Card,P003,Men's Slim Jeans,Men,Pants,2,49.99,5,5.0,94.98,36.0,58.98,C024,False,False,58.98
S01901,2024-04-06,Physical,Cash,P013,Women's Hoodie,Women,Jacket,3,59.99,10,18.0,161.97,66.0,95.97,C183,False,False,95.97
S01902,2024-04-06,Physical,Debit Card,P010,Women's Blouse,Women,Top,2,34.99,10,7.0,62.98,24.0,38.98,C041,False,False,38.98
S01903,2024-04-06,Physical,Debit Card,P018,Kids Jacket,Kids,Jacket,2,44.99,0,0.0,89.98,32.0,57.98,C126,False,False,57.98
S01904,2024-04-06,Online,PayPal,P002,Men's Premium T-shirt,Men,Shirt,4,29.99,0,0.0,119.96,44.0,75.96,C177,False,False,75.96
S01905,2024-04-06,Physical,Credit Card,P015,Women's Cardigan,Women,Top,1,49.99,0,0.0,49.99,18.0,31.99,C060,False,False,31.99
S01906,2024-04-06,Physical,Cash,P009,Women's Casual Dress,Women,Dress,1,44.99,10,4.5,40.49,16.0,24.49,C138,False,False,24.49
S01907,2024-04-06,Physical,Cash,P020,Unisex Cap,All,Accessories,2,14.99,0,0.0,29.98,8.0,21.98,C031,False,False,21.98
S01908,2024-04-06,Physical,Cash,P021,Unisex Socks (3-pack),All,Accessories,1,9.99,0,0.0,9.99,2.5,7.49,C013,False,True,0.0
S01909,2024-04-06,Online,PayPal,P022,Leather Belt,All,Accessories,4,19.99,5,4.0,75.96,24.0,51.96,C181,False,False,51.96
S01910,2024-04-06,Online,Credit Card,P002,Men's Premium T-shirt,Men,Shirt,1,29.99,5,1.5,28.49,11.0,17.49,C095,False,False,17.49
S01911,2024-04-06,Online,Debit Card,P014,Women's Puffer Jacket,Women,Jacket,4,84.99,0,0.0,339.96,128.0,211.96,C002,False,False,211.96
S01912,2024-04-06,Physical,Credit Card,P020,Unisex Cap,All,Accessories,3,14.99,0,0.0,44.97,12.0,32.97,C075,False,False,32.97
S01913,2024-04-07,Physical,Credit Card,P001,Men's Basic T-shirt,Men,Shirt,1,19.99,0,0.0,19.99,7.0,12.99,C159,False,False,12.99
S01914,2024-04-07,Physical,Credit Card,P001,Men's Basic T-shirt,Men,Shirt,1,19.99,0,0.0,19.99,7.0,12.99,C101,False,False,12.99
S01915,2024-04-07,Online,Credit Card,P014,Women's Puffer Jacket,Women,Jacket,1,84.99,0,0.0,84.99,32.0,52.99,C058,False,False,52.99
S01916,2024-04-07,Online,Credit Card,P010,Women's Blouse,Women,Top,1,34.99,0,0.0,34.99,12.0,22.99,C059,False,False,22.99
S01917,2024-04-07,Online,Debit Card,P022,Leather Belt,All,Accessories,1,19.99,0,0.0,19.99,6.0,13.99,C032,False,False,13.99
S01918,2024-04-07,Online,Debit Card,P010,Women's Blouse,Women,Top,2,34.99,20,14.0,55.98,24.0,31.98,C110,False,False,31.98
S01919,2024-04-07,Online,PayPal,P001,Men's Basic T-shirt,Men,Shirt,2,19.99,0,0.0,39.98,14.0,25.98,C030,False,False,25.98
S01920,2024-04-07,Physical,Credit Card,P001,Men's Basic T-shirt,men,Shirt,1,19.99,0,0.0,19.99,7.0,12.99,C134,False,False,12.99
S01921,2024-04-07,Physical,Debit Card,P009,Women's Casual Dress,Women,Dress,2,44.99,0,0.0,89.98,32.0,57.98,Guest,False,False,57.98
S01922,2024-04-07,Physical,Mobile Pay,P023,Canvas Tote Bag,All,Accessories,1,24.99,10,2.5,22.49,8.0,14.49,C058,False,False,14.49
S01923,2024-04-07,Physical,Credit Card,P006,Men's Puffer Jacket,Men,Jacket,2,89.99,0,0.0,179.98,70.0,109.98,C105,False,False,109.98
S01924,2024-04-07,Physical,Credit Card,P001,Men's Basic T-shirt,Men,Shirt,2,19.99,0,0.0,39.98,14.0,25.98,C154,False,False,25.98
S01925,2024-04-07,Physical,Credit Card,P020,Unisex Cap,All,Accessories,3,14.99,0,0.0,44.97,12.0,32.97,C031,False,False,32.97
S01926,2024-04-07,Physical,Credit Card,P021,Unisex Socks (3-pack),All,Accessories,2,9.99,15,3.0,16.98,5.0,11.98,C165,False,False,11.98
S01927,2024-04-07,Online,Credit Card,P022,Leather Belt,All,Accessories,1,19.99,10,2.0,17.99,6.0,11.99,C058,False,False,11.99
S01928,2024-04-07,Online,PayPal,P012,Women's Skinny Jeans,Women,Pants,1,54.99,5,2.75,52.24,20.0,32.24,C125,False,True,0.0
S01929,2024-04-08,Physical,Credit Card,P025,Women's Swimsuit,Women,Swimwear,1,44.99,10,4.5,40.49,16.0,24.49,C158,False,False,24.49
S01930,2024-04-08,Online,Credit Card,P010,Women's Blouse,Women,Top,3,34.99,10,10.5,94.47,36.0,58.47,C145,False,False,58.47
S01931,2024-04-08,Online,Credit Card,P009,Women's Casual Dress,Women,Dress,3,44.99,5,6.75,128.22,48.0,80.22,C074,False,False,80.22
S01932,2024-04-08,Physical,Credit Card,P020,Unisex Cap,All,Accessories,3,14.99,0,0.0,44.97,12.0,32.97,C109,False,False,32.97
S01933,2024-04-08,Online,PayPal,P022,Leather Belt,All,Accessories,1,19.99,0,0.0,19.99,6.0,13.99,C038,False,False,13.99
S01934,2024-04-08,Physical,Cash,P021,Unisex Socks (3-pack),All,Accessories,4,9.99,5,2.0,37.96,10.0,27.96,C039,False,False,27.96
S01935,2024-04-08,Physical,Mobile Pay,P007,Men's Polo Shirt,Men,Shirt,4,34.99,5,7.0,132.96,48.0,84.96,C174,False,False,84.96
S01936,2024-04-08,Physical,Debit Card,P002,Men's Premium T-shirt,Men,Shirt,3,29.99,0,0.0,89.97,33.0,56.97,C146,False,False,56.97
S01937,2024-04-08,Physical,Credit Card,P001,Men's Basic T-shirt,Men,Shirt,1,19.99,0,0.0,19.99,7.0,12.99,C134,False,False,12.99
S01938,2024-04-08,Online,Credit Card,P022,Leather Belt,All,Accessories,1,19.99,15,3.0,16.99,6.0,10.99,C094,False,False,10.99
S01939,2024-04-08,Physical,Credit Card,P023,Canvas Tote Bag,All,Accessories,2,24.99,5,2.5,47.48,16.0,31.48,C062,False,False,31.48
S01940,2024-04-08,Online,Credit Card,P003,Men's Slim Jeans,Men,Pants,1,49.99,5,2.5,47.49,18.0,29.49,C159,False,False,29.49
S01941,2024-04-08,Physical,Cash,P016,Kids T-shirt,Kids,Shirt,2,14.99,0,0.0,29.98,10.0,19.98,C173,False,False,19.98
S01942,2024-04-08,Online,Debit Card,P020,Unisex Cap,All,Accessories,1,14.99,5,0.75,14.24,4.0,10.24,C103,False,False,10.24
S01943,2024-04-09,Physical,Credit Card,P011,Women's Skirt,Women,Skirt,1,39.99,0,0.0,39.99,14.0,25.99,C184,False,False,25.99
S01944,2024-04-09,Physical,Credit Card,P025,Women's Swimsuit,Women,Swimwear,1,44.99,5,2.25,42.74,16.0,26.74,C177,False,False,26.74
S01945,2024-04-09,Physical,Credit Card,P002,Men's Premium T-shirt,Men,Shirt,1,29.99,0,0.0,29.99,11.0,18.99,C137,False,False,18.99
S01946,2024-04-09,Physical,Debit Card,P001,Men's Basic T-shirt,Men,Shirt,2,19.99,5,2.0,37.98,14.0,23.98,C079,False,False,23.98
S01947,2024-04-09,Online,Credit Card,P001,Men's Basic T-shirt,Men,Shirt,1,19.99,0,0.0,19.99,7.0,12.99,C122,False,False,12.99
S01948,2024-04-09,Physical,Credit Card,P007,Men's Polo Shirt,men,Shirt,5,34.99,5,8.75,166.2,60.0,106.2,C070,False,False,106.2
S01949,2024-04-09,Online,PayPal,P007,Men's Polo Shirt,Men,Shirt,2,34.99,10,7.0,62.98,24.0,38.98,C178,False,False,38.98
S01950,2024-04-09,Online,Mobile Pay,P023,Canvas Tote Bag,All,Accessories,1,24.99,0,0.0,24.99,8.0,16.99,C016,False,False,16.99
S01951,2024-04-09,Online,Credit Card,P006,Men's Puffer Jacket,Men,Jacket,3,89.99,0,0.0,269.97,105.0,164.97,C121,False,False,164.97
S01952,2024-04-09,Physical,Debit Card,P022,Leather Belt,All,Accessories,1,19.99,0,0.0,19.99,6.0,13.99,C162,False,False,13.99
S01953,2024-04-09,Physical,Cash,P013,Women's Hoodie,Women,Jacket,1,59.99,0,0.0,59.99,22.0,37.99,C175,False,False,37.99
S01954,2024-04-09,Physical,Cash,P009,Women's Casual Dress,Women,Dress,1,44.99,0,0.0,44.99,16.0,28.99,C128,False,True,0.0
S01955,2024-04-09,Physical,Debit Card,P010,Women's Blouse,Women,Top,3,34.99,0,0.0,104.97,36.0,68.97,C116,False,False,68.97
S01956,2024-04-09,Online,PayPal,P011,Women's Skirt,Women,Skirt,3,39.99,15,18.0,101.97,42.0,59.97,C022,False,False,59.97
S01957,2024-04-10,Online,Credit Card,P022,Leather Belt,All,Accessories,1,19.99,15,3.0,16.99,6.0,10.99,C043,False,False,10.99
S01958,2024-04-10,Physical,Credit Card,P016,Kids T-shirt,Kids,Shirt,5,14.99,5,3.75,71.2,25.0,46.2,C130,False,False,46.2
S01959,2024-04-10,Online,Credit Card,P012,Women's Skinny Jeans,Women,Pants,2,54.99,0,0.0,109.98,40.0,69.98,C123,False,False,69.98
S01960,2024-04-10,Online,Debit Card,P022,Leather Belt,All,Accessories,4,19.99,5,4.0,75.96,24.0,51.96,C025,False,False,51.96
S01961,2024-04-10,Online,Credit Card,P021,Unisex Socks (3-pack),All,Accessories,3,9.99,5,1.5,28.47,7.5,20.97,C021,False,False,20.97
S01962,2024-04-10,Online,Debit Card,P009,Women's Casual Dress,Women,Dress,2,44.99,0,0.0,89.98,32.0,57.98,C075,False,False,57.98
S01963,2024-04-10,Online,Debit Card,P017,Kids Jeans,Kids,Pants,1,29.99,5,1.5,28.49,10.0,18.49,C139,False,False,18.49
S01964,2024-04-10,Physical,Cash,P023,Canvas Tote Bag,All,Accessories,3,24.99,10,7.5,67.47,24.0,43.47,C004,False,False,43.47
S01965,2024-04-11,Physical,Debit Card,P008,Women's Floral Dress,Women,Dress,2,54.99,15,16.5,93.48,40.0,53.48,C059,False,False,53.48
S01966,2024-04-11,Physical,Credit Card,P004,Men's Chino Pants,Men,Pants,3,44.99,5,6.75,128.22,45.0,83.22,C029,False,False,83.22
S01967,2024-04-11,Online,Credit Card,P019,Kids Dress,Kids,Dress,1,24.99,0,0.0,24.99,9.0,15.99,C194,False,False,15.99
S01968,2024-04-11,Online,PayPal,P022,Leather Belt,All,Accessories,2,19.99,15,6.0,33.98,12.0,21.98,C081,False,False,21.98
S01969,2024-04-11,Online,Debit Card,P023,Canvas Tote Bag,all,Accessories,1,24.99,0,0.0,24.99,8.0,16.99,C112,False,False,16.99
S01970,2024-04-11,Online,Credit Card,P016,Kids T-shirt,Kids,Shirt,2,14.99,0,0.0,29.98,10.0,19.98,C188,False,False,19.98
S01971,2024-04-11,Physical,Credit Card,P007,Men's Polo Shirt,Men,Shirt,1,34.99,5,1.75,33.24,12.0,21.24,C082,False,False,21.24
S01972,2024-04-11,Physical,Debit Card,P008,Women's Floral Dress,Women,Dress,2,54.99,0,0.0,109.98,40.0,69.98,C140,False,False,69.98
S01973,2024-04-11,Physical,Debit Card,P021,Unisex Socks (3-pack),All,Accessories,1,9.99,0,0.0,9.99,2.5,7.49,C199,False,False,7.49
S01974,2024-04-11,Physical,Debit Card,P021,Unisex Socks (3-pack),All,Accessories,2,9.99,0,0.0,19.98,5.0,14.98,C095,False,False,14.98
S01975,2024-04-11,Online,Credit Card,P022,Leather Belt,all,Accessories,1,19.99,0,0.0,19.99,6.0,13.99,C080,False,True,0.0
S01976,2024-04-12,Online,Mobile Pay,P021,Unisex Socks (3-pack),All,Accessories,1,9.99,0,0.0,9.99,2.5,7.49,C096,False,False,7.49
S01977,2024-04-12,Physical,Debit Card,P025,Women's Swimsuit,Women,Swimwear,3,44.99,0,0.0,134.97,48.0,86.97,C045,False,False,86.97
S01978,2024-04-12,Online,Credit Card,P011,Women's Skirt,Women,Skirt,2,39.99,0,0.0,79.98,28.0,51.98,C002,False,False,51.98
S01979,2024-04-12,Online,PayPal,P022,Leather Belt,All,Accessories,4,19.99,0,0.0,79.96,24.0,55.96,C171,False,False,55.96
S01980,2024-04-12,Online,Credit Card,P020,Unisex Cap,All,Accessories,1,14.99,0,0.0,14.99,4.0,10.99,C087,False,False,10.99
S01981,2024-04-12,Physical,Mobile Pay,P007,Men's Polo Shirt,Men,Shirt,2,34.99,0,0.0,69.98,24.0,45.98,C079,False,False,45.98
S01982,2024-04-12,Physical,Credit Card,P021,Unisex Socks (3-pack),All,Accessories,2,9.99,0,0.0,19.98,5.0,14.98,C178,False,True,0.0
S01983,2024-04-12,Online,Debit Card,P022,Leather Belt,All,Accessories,2,19.99,0,0.0,39.98,12.0,27.98,C013,False,False,27.98
S01984,2024-04-12,Online,Mobile Pay,P008,Women's Floral Dress,Women,Dress,1,54.99,5,2.75,52.24,20.0,32.24,C012,False,False,32.24
S01985,2024-04-12,Physical,Credit Card,P012,Women's Skinny Jeans,Women,Pants,1,54.99,0,0.0,54.99,20.0,34.99,C167,False,False,34.99
S01986,2024-04-13,Online,Credit Card,P010,Women's Blouse,Women,Top,1,34.99,5,1.75,33.24,12.0,21.24,C018,False,False,21.24
S01987,2024-04-13,Physical,Debit Card,P015,Women's Cardigan,Women,Top,3,49.99,0,0.0,149.97,54.0,95.97,C027,False,False,95.97
S01988,2024-04-13,Online,Credit Card,P015,Women's Cardigan,Women,Top,1,49.99,0,0.0,49.99,18.0,31.99,C187,False,False,31.99
S01989,2024-04-13,Physical,Cash,P001,Men's Basic T-shirt,Men,Shirt,3,19.99,0,0.0,59.97,21.0,38.97,C072,False,False,38.97
S01990,2024-04-13,Online,Mobile Pay,P011,Women's Skirt,Women,Skirt,1,39.99,0,0.0,39.99,14.0,25.99,C187,False,False,25.99
S01991,2024-04-13,Online,Debit Card,P015,Women's Cardigan,Women,Top,3,49.99,10,15.0,134.97,54.0,80.97,C041,False,False,80.97
S01992,2024-04-13,Online,PayPal,P023,Canvas Tote Bag,All,Accessories,1,24.99,5,1.25,23.74,8.0,15.74,C184,False,False,15.74
S01993,2024-04-13,Physical,Debit Card,P019,Kids Dress,Kids,Dress,2,24.99,0,0.0,49.98,18.0,31.98,C081,False,False,31.98
S01994,2024-04-13,Physical,Cash,P003,Men's Slim Jeans,Men,Pants,1,49.99,5,2.5,47.49,18.0,29.49,C094,False,False,29.49
S01995,2024-04-13,Online,Debit Card,P003,Men's Slim Jeans,Men,Pants,1,49.99,5,2.5,47.49,18.0,29.49,C186,False,False,29.49
S01996,2024-04-13,Physical,Credit Card,P023,Canvas Tote Bag,All,Accessories,1,24.99,5,1.25,23.74,8.0,15.74,C093,False,False,15.74
S01997,2024-04-13,Online,Debit Card,P021,Unisex Socks (3-pack),All,Accessories,3,9.99,0,0.0,29.97,7.5,22.47,C041,False,False,22.47
S01998,2024-04-13,Physical,Cash,P007,Men's Polo Shirt,Men,Shirt,3,34.99,15,15.75,89.22,36.0,53.22,C200,False,False,53.22
S01999,2024-04-13,Online,Credit Card,P025,Women's Swimsuit,Women,Swimwear,1,44.99,0,0.0,44.99,16.0,28.99,C182,False,False,28.99
S02000,2024-04-13,Physical,Cash,P005,Men's Hoodie,Men,Jacket,1,59.99,0,0.0,59.99,22.0,37.99,C136,False,False,37.99
S02001,2024-04-13,Online,Mobile Pay,P020,Unisex Cap,All,Accessories,1,14.99,0,0.0,14.99,4.0,10.99,C016,False,False,10.99
S02002,2024-04-13,Online,Mobile Pay,P001,Men's Basic T-shirt,Men,Shirt,2,19.99,15,6.0,33.98,14.0,19.98,C033,False,False,19.98
S02003,2024-04-13,Online,Credit Card,P009,Women's Casual Dress,Women,Dress,1,44.99,5,2.25,42.74,16.0,26.74,C076,False,False,26.74
S02004,2024-04-14,Online,Credit Card,P023,Canvas Tote Bag,All,Accessories,2,24.99,5,2.5,47.48,16.0,31.48,C114,False,False,31.48
S02005,2024-04-14,Online,Debit Card,P020,Unisex Cap,All,Accessories,1,14.99,0,0.0,14.99,4.0,10.99,C194,False,False,10.99
S02006,2024-04-14,Online,Debit Card,P001,Men's Basic T-shirt,Men,Shirt,1,19.99,0,0.0,19.99,7.0,12.99,C151,False,False,12.99
S02007,2024-04-14,Physical,Mobile Pay,P021,Unisex Socks (3-pack),All,Accessories,1,9.99,5,0.5,9.49,2.5,6.99,C191,False,False,6.99
S02008,2024-04-14,Physical,Mobile Pay,P015,Women's Cardigan,Women,Top,1,49.99,0,0.0,49.99,18.0,31.99,C112,False,False,31.99
S02009,2024-04-14,Physical,Debit Card,P025,Women's Swimsuit,Women,Swimwear,1,44.99,0,0.0,44.99,16.0,28.99,C107,False,False,28.99
S02010,2024-04-14,Physical,Debit Card,P020,Unisex Cap,All,Accessories,1,14.99,0,0.0,14.99,4.0,10.99,C137,False,False,10.99
S02011,2024-04-14,Online,Mobile Pay,P016,Kids T-shirt,Kids,Shirt,1,14.99,0,0.0,14.99,5.0,9.99,C048,False,False,9.99
S02012,2024-04-14,Physical,Debit Card,P014,Women's Puffer Jacket,Women,Jacket,1,84.99,15,12.75,72.24,32.0,40.24,C125,False,False,40.24
S02013,2024-04-14,Online,Credit Card,P015,Women's Cardigan,Women,Top,1,49.99,0,0.0,49.99,18.0,31.99,C109,False,False,31.99
S02014,2024-04-14,Physical,Mobile Pay,P010,Women's Blouse,Women,Top,1,34.99,10,3.5,31.49,12.0,19.49,C157,False,False,19.49
S02015,2024-04-14,Physical,Credit Card,P020,Unisex Cap,All,Accessories,3,14.99,10,4.5,40.47,12.0,28.47,C174,False,False,28.47
S02016,2024-04-14,Physical,Credit Card,P015,Women's Cardigan,Women,Top,4,49.99,0,0.0,199.96,72.0,127.96,C191,False,False,127.96
S02017,2024-04-14,Physical,Cash,P006,Men's Puffer Jacket,Men,Jacket,2,89.99,0,0.0,179.98,70.0,109.98,C026,False,False,109.98
S02018,2024-04-14,Physical,Debit Card,P020,Unisex Cap,All,Accessories,2,14.99,0,0.0,29.98,8.0,21.98,C184,False,False,21.98
S02019,2024-04-14,Physical,Mobile Pay,P012,Women's Skinny Jeans,Women,Pants,4,54.99,10,22.0,197.96,80.0,117.96,C171,False,False,117.96
S02020,2024-04-14,Physical,Cash,P025,Women's Swimsuit,Women,Swimwear,1,44.99,0,0.0,44.99,16.0,28.99,C160,False,False,28.99
