sale_id,date,store_channel,payment_method,product_id,product_name,category,sub_category,quantity_sold,unit_price,discount_pct,discount_amount,total_sale,cost_total,gross_profit,customer_id,is_promotion,is_returned,net_profit,year,quarter,month_num,month_name,day_of_week,is_weekend,days_since_start,profit_margin_pct,revenue_per_unit,break_even_sale,profitability,season,catalogue_margin_pct,is_winter,is_summer,cost_price,margin_erosion
S00693,2024-02-02,Online,Mobile Pay,P020,Unisex Cap,All,Accessories,2,14.99,0,0.0,29.98,8.0,21.98,C085,False,True,0.0,2024,1,2,Feb,Friday,False,32,0.0,14.99,True,Loss/Break-even,All,73.3,True,True,4.0,73.3
S00694,2024-02-03,Physical,Mobile Pay,P009,Women's Casual Dress,Women,Dress,1,44.99,15,6.75,38.24,16.0,22.24,C057,False,False,22.24,2024,1,2,Feb,Saturday,True,33,58.16,38.24,False,High,All,64.4,True,True,16.0,6.24
S00695,2024-02-03,Physical,Cash,P012,Women's Skinny Jeans,Women,Pants,3,54.99,0,0.0,164.97,60.0,104.97,C156,False,False,104.97,2024,1,2,Feb,Saturday,True,33,63.63,54.99,False,Very High,All,63.6,True,True,20.0,-0.03
S00696,2024-02-03,Physical,Cash,P005,Men's Hoodie,Men,Jacket,1,59.99,15,9.0,50.99,22.0,28.99,C083,False,False,28.99,2024,1,2,Feb,Saturday,True,33,56.85,50.99,False,High,Winter,63.3,True,False,22.0,6.45
S00697,2024-02-03,Physical,Credit Card,P003,Men's Slim Jeans,Men,Pants,2,49.99,0,0.0,99.98,36.0,63.98,C185,False,False,63.98,2024,1,2,Feb,Saturday,True,33,63.99,49.99,False,Very High,All,64.0,True,True,18.0,0.01
S00698,2024-02-03,Physical,Credit Card,P014,Women's Puffer Jacket,Women,Jacket,2,84.99,10,17.0,152.98,64.0,88.98,C033,False,True,0.0,2024,1,2,Feb,Saturday,True,33,0.0,76.49,True,Loss/Break-even,Winter,62.3,True,False,32.0,62.3
S00699,2024-02-03,Online,Credit Card,P009,Women's Casual Dress,Women,Dress,1,44.99,0,0.0,44.99,16.0,28.99,C044,False,False,28.99,2024,1,2,Feb,Saturday,True,33,64.44,44.99,False,Very High,All,64.4,True,True,16.0,-0.04
S00700,2024-02-03,Physical,Debit Card,P005,Men's Hoodie,Men,Jacket,1,59.99,5,3.0,56.99,22.0,34.99,C101,False,False,34.99,2024,1,2,Feb,Saturday,True,33,61.4,56.99,False,Very High,Winter,63.3,True,False,22.0,1.9
S00701,2024-02-03,Physical,Credit Card,P022,Leather Belt,All,Accessories,2,19.99,0,0.0,39.98,12.0,27.98,C167,False,False,27.98,2024,1,2,Feb,Saturday,True,33,69.98,19.99,False,Very High,All,70.0,True,True,6.0,0.02
S00702,2024-02-03,Online,Credit Card,P021,Unisex Socks (3-pack),All,Accessories,1,9.99,5,0.5,9.49,2.5,6.99,C160,False,False,6.99,2024,1,2,Feb,Saturday,True,33,73.66,9.49,False,Very High,All,75.0,True,True,2.5,1.34
S00703,2024-02-03,Online,PayPal,P001,Men's Basic T-shirt,Men,Shirt,2,19.99,10,4.0,35.98,14.0,21.98,C112,False,False,21.98,2024,1,2,Feb,Saturday,True,33,61.09,17.99,False,Very High,All,65.0,True,True,7.0,3.91
S00704,2024-02-03,Physical,Cash,P020,Unisex Cap,All,Accessories,1,14.99,5,0.75,14.24,4.0,10.24,C138,False,False,10.24,2024,1,2,Feb,Saturday,True,33,71.91,14.24,False,Very High,All,73.3,True,True,4.0,1.39
S00705,2024-02-03,Online,Credit Card,P013,Women's Hoodie,Women,Jacket,2,59.99,0,0.0,119.98,44.0,75.98,C191,False,False,75.98,2024,1,2,Feb,Saturday,True,33,63.33,59.99,False,Very High,Winter,63.3,True,False,22.0,-0.03
S00706,2024-02-03,Physical,Cash,P014,Women's Puffer Jacket,Women,Jacket,3,84.99,10,25.5,229.47,96.0,133.47,C170,False,False,133.47,2024,1,2,Feb,Saturday,True,33,58.16,76.49,False,High,Winter,62.3,True,False,32.0,4.14
S00707,2024-02-03,Online,Mobile Pay,P006,Men's Puffer Jacket,Men,Jacket,1,89.99,0,0.0,89.99,35.0,54.99,C143,False,False,54.99,2024,1,2,Feb,Saturday,True,33,61.11,89.99,False,Very High,Winter,61.1,True,False,35.0,-0.01
S00708,2024-02-03,Physical,Mobile Pay,P010,Women's Blouse,Women,Top,1,34.99,15,5.25,29.74,12.0,17.74,C141,False,False,17.74,2024,1,2,Feb,Saturday,True,33,59.65,29.74,False,High,All,65.7,True,True,12.0,6.05
S00709,2024-02-03,Physical,Cash,P021,Unisex Socks (3-pack),All,Accessories,5,9.99,0,0.0,49.95,12.5,37.45,C161,False,False,37.45,2024,1,2,Feb,Saturday,True,33,74.97,9.99,False,Very High,All,75.0,True,True,2.5,0.03
S00710,2024-02-03,Physical,Credit Card,P013,Women's Hoodie,Women,Jacket,1,59.99,5,3.0,56.99,22.0,34.99,C084,False,False,34.99,2024,1,2,Feb,Saturday,True,33,61.4,56.99,False,Very High,Winter,63.3,True,False,22.0,1.9
S00711,2024-02-03,Physical,Credit Card,P025,Women's Swimsuit,Women,Swimwear,2,44.99,10,9.0,80.98,32.0,48.98,C184,False,False,48.98,2024,1,2,Feb,Saturday,True,33,60.48,40.49,False,Very High,Summer,64.4,False,True,16.0,3.92
S00712,2024-02-03,Physical,Debit Card,P003,Men's Slim Jeans,Men,Pants,2,49.99,0,0.0,99.98,36.0,63.98,C024,False,False,63.98,2024,1,2,Feb,Saturday,True,33,63.99,49.99,False,Very High,All,64.0,True,True,18.0,0.01
S00713,2024-02-03,Online,Mobile Pay,P021,Unisex Socks (3-pack),All,Accessories,2,9.99,0,0.0,19.98,5.0,14.98,C027,False,False,14.98,2024,1,2,Feb,Saturday,True,33,74.97,9.99,False,Very High,All,75.0,True,True,2.5,0.03
S00714,2024-02-03,Online,Debit Card,P013,Women's Hoodie,Women,Jacket,2,59.99,15,18.0,101.98,44.0,57.98,C004,False,False,57.98,2024,1,2,Feb,Saturday,True,33,56.85,50.99,False,High,Winter,63.3,True,False,22.0,6.45
S00715,2024-02-03,Physical,Mobile Pay,P006,Men's Puffer Jacket,Men,Jacket,1,89.99,0,0.0,89.99,35.0,54.99,C070,False,True,0.0,2024,1,2,Feb,Saturday,True,33,0.0,89.99,True,Loss/Break-even,Winter,61.1,True,False,35.0,61.1
S00716,2024-02-03,Physical,Credit Card,P021,Unisex Socks (3-pack),All,Accessories,2,9.99,0,0.0,19.98,5.0,14.98,C139,False,False,14.98,2024,1,2,Feb,Saturday,True,33,74.97,9.99,False,Very High,All,75.0,True,True,2.5,0.03
S00717,2024-02-04,Online,PayPal,P005,Men's Hoodie,Men,Jacket,2,59.99,0,0.0,119.98,44.0,75.98,C031,False,False,75.98,2024,1,2,Feb,Sunday,True,34,63.33,59.99,False,Very High,Winter,63.3,True,False,22.0,-0.03
S00718,2024-02-04,Online,Debit Card,P020,Unisex Cap,All,Accessories,1,14.99,0,0.0,14.99,4.0,10.99,C125,False,False,10.99,2024,1,2,Feb,Sunday,True,34,73.32,14.99,False,Very High,All,73.3,True,True,4.0,-0.02
S00719,2024-02-04,Online,Debit Card,P020,Unisex Cap,All,Accessories,3,14.99,15,6.75,38.22,12.0,26.22,C020,False,False,26.22,2024,1,2,Feb,Sunday,True,34,68.6,12.74,False,Very High,All,73.3,True,True,4.0,4.7
S00720,2024-02-04,Online,Debit Card,P014,Women's Puffer Jacket,Women,Jacket,1,84.99,0,0.0,84.99,32.0,52.99,C016,False,False,52.99,2024,1,2,Feb,Sunday,True,34,62.35,84.99,False,Very High,Winter,62.3,True,False,32.0,-0.05
S00721,2024-02-04,Physical,Cash,P024,Men's Swim Shorts,Men,Swimwear,1,29.99,0,0.0,29.99,10.0,19.99,C151,False,False,19.99,2024,1,2,Feb,Sunday,True,34,66.66,29.99,False,Very High,Summer,66.7,False,True,10.0,0.04
S00722,2024-02-04,Physical,Credit Card,P021,Unisex Socks (3-pack),All,Accessories,1,9.99,10,1.0,8.99,2.5,6.49,C154,False,False,6.49,2024,1,2,Feb,Sunday,True,34,72.19,8.99,False,Very High,All,75.0,True,True,2.5,2.81
S00723,2024-02-04,Physical,Debit Card,P005,Men's Hoodie,Men,Jacket,1,59.99,5,3.0,56.99,22.0,34.99,C159,False,False,34.99,2024,1,2,Feb,Sunday,True,34,61.4,56.99,False,Very High,Winter,63.3,True,False,22.0,1.9
S00724,2024-02-04,Physical,Credit Card,P023,Canvas Tote Bag,All,Accessories,1,24.99,0,0.0,24.99,8.0,16.99,C041,False,False,16.99,2024,1,2,Feb,Sunday,True,34,67.99,24.99,False,Very High,All,68.0,True,True,8.0,0.01
S00725,2024-02-04,Online,Credit Card,P014,Women's Puffer Jacket,Women,Jacket,3,84.99,0,0.0,254.97,96.0,158.97,C133,False,False,158.97,2024,1,2,Feb,Sunday,True,34,62.35,84.99,False,Very High,Winter,62.3,True,False,32.0,-0.05
S00726,2024-02-04,Physical,Debit Card,P015,Women's Cardigan,Women,Top,3,49.99,0,0.0,149.97,54.0,95.97,C099,False,False,95.97,2024,1,2,Feb,Sunday,True,34,63.99,49.99,False,Very High,Winter,64.0,True,False,18.0,0.01
S00727,2024-02-04,Physical,Cash,P009,Women's Casual Dress,Women,Dress,3,44.99,10,13.5,121.47,48.0,73.47,C053,False,False,73.47,2024,1,2,Feb,Sunday,True,34,60.48,40.49,False,Very High,All,64.4,True,True,16.0,3.92
S00728,2024-02-04,Physical,Cash,P016,Kids T-shirt,Kids,Shirt,1,14.99,0,0.0,14.99,5.0,9.99,C069,False,False,9.99,2024,1,2,Feb,Sunday,True,34,66.64,14.99,False,Very High,All,66.6,True,True,5.0,-0.04
S00729,2024-02-04,Physical,Mobile Pay,P022,Leather Belt,All,Accessories,1,19.99,0,0.0,19.99,6.0,13.99,C172,False,False,13.99,2024,1,2,Feb,Sunday,True,34,69.98,19.99,False,Very High,All,70.0,True,True,6.0,0.02
S00730,2024-02-04,Online,Credit Card,P010,Women's Blouse,Women,Top,3,34.99,0,0.0,104.97,36.0,68.97,C110,False,False,68.97,2024,1,2,Feb,Sunday,True,34,65.7,34.99,False,Very High,All,65.7,True,True,12.0,0.0
S00731,2024-02-04,Physical,Cash,P008,Women's Floral Dress,Women,Dress,4,54.99,0,0.0,219.96,80.0,139.96,C191,False,False,139.96,2024,1,2,Feb,Sunday,True,34,63.63,54.99,False,Very High,Summer,63.6,False,True,20.0,-0.03
S00732,2024-02-04,Physical,Credit Card,P012,Women's Skinny Jeans,Women,Pants,2,54.99,0,0.0,109.98,40.0,69.98,C007,False,False,69.98,2024,1,2,Feb,Sunday,True,34,63.63,54.99,False,Very High,All,63.6,True,True,20.0,-0.03
S00733,2024-02-04,Physical,Credit Card,P015,Women's Cardigan,Women,Top,1,49.99,5,2.5,47.49,18.0,29.49,C087,False,False,29.49,2024,1,2,Feb,Sunday,True,34,62.1,47.49,False,Very High,Winter,64.0,True,False,18.0,1.9
S00734,2024-02-04,Online,Mobile Pay,P022,Leather Belt,All,Accessories,2,19.99,0,0.0,39.98,12.0,27.98,C183,False,False,27.98,2024,1,2,Feb,Sunday,True,34,69.98,19.99,False,Very High,All,70.0,True,True,6.0,0.02
S00735,2024-02-04,Online,Credit Card,P023,Canvas Tote Bag,All,Accessories,1,24.99,0,0.0,24.99,8.0,16.99,C077,False,False,16.99,2024,1,2,Feb,Sunday,True,34,67.99,24.99,False,Very High,All,68.0,True,True,8.0,0.01
S00736,2024-02-04,Physical,Credit Card,P017,Kids Jeans,Kids,Pants,2,29.99,0,0.0,59.98,20.0,39.98,C063,False,False,39.98,2024,1,2,Feb,Sunday,True,34,66.66,29.99,False,Very High,All,66.7,True,True,10.0,0.04
S00737,2024-02-05,Physical,Debit Card,P009,Women's Casual Dress,Women,Dress,1,44.99,15,6.75,38.24,16.0,22.24,C169,False,False,22.24,2024,1,2,Feb,Monday,False,35,58.16,38.24,False,High,All,64.4,True,True,16.0,6.24
S00738,2024-02-05,Physical,Credit Card,P006,Men's Puffer Jacket,Men,Jacket,4,89.99,0,0.0,359.96,140.0,219.96,C083,False,False,219.96,2024,1,2,Feb,Monday,False,35,61.11,89.99,False,Very High,Winter,61.1,True,False,35.0,-0.01
S00739,2024-02-05,Physical,Cash,P004,Men's Chino Pants,Men,Pants,2,44.99,0,0.0,89.98,30.0,59.98,C173,False,False,59.98,2024,1,2,Feb,Monday,False,35,66.66,44.99,False,Very High,All,66.7,True,True,15.0,0.04
S00740,2024-02-05,Physical,Credit Card,P001,Men's Basic T-shirt,Men,Shirt,3,19.99,0,0.0,59.97,21.0,38.97,C183,False,False,38.97,2024,1,2,Feb,Monday,False,35,64.98,19.99,False,Very High,All,65.0,True,True,7.0,0.02
S00741,2024-02-05,Physical,Cash,P023,Canvas Tote Bag,All,Accessories,3,24.99,20,14.99,59.98,24.0,35.98,C127,False,False,35.98,2024,1,2,Feb,Monday,False,35,59.99,19.99,False,High,All,68.0,True,True,8.0,8.01
S00742,2024-02-05,Physical,Cash,P011,Women's Skirt,Women,Skirt,3,39.99,10,12.0,107.97,42.0,65.97,C170,False,False,65.97,2024,1,2,Feb,Monday,False,35,61.1,35.99,False,Very High,Summer,65.0,False,True,14.0,3.9
S00743,2024-02-05,Physical,Debit Card,P021,Unisex Socks (3-pack),All,Accessories,1,9.99,0,0.0,9.99,2.5,7.49,C054,False,False,7.49,2024,1,2,Feb,Monday,False,35,74.97,9.99,False,Very High,All,75.0,True,True,2.5,0.03
S00744,2024-02-05,Online,Mobile Pay,P012,Women's Skinny Jeans,Women,Pants,2,54.99,5,5.5,104.48,40.0,64.48,C058,False,False,64.48,2024,1,2,Feb,Monday,False,35,61.72,52.24,False,Very High,All,63.6,True,True,20.0,1.88
S00745,2024-02-05,Physical,Debit Card,P003,Men's Slim Jeans,Men,Pants,1,49.99,0,0.0,49.99,18.0,31.99,C033,False,False,31.99,2024,1,2,Feb,Monday,False,35,63.99,49.99,False,Very High,All,64.0,True,True,18.0,0.01
S00746,2024-02-05,Physical,Debit Card,P008,Women's Floral Dress,women,Dress,1,54.99,5,2.75,52.24,20.0,32.24,C138,False,False,32.24,2024,1,2,Feb,Monday,False,35,61.72,52.24,False,Very High,Summer,63.6,False,True,20.0,1.88
S00747,2024-02-05,Physical,Debit Card,P011,Women's Skirt,Women,Skirt,1,39.99,5,2.0,37.99,14.0,23.99,C048,False,False,23.99,2024,1,2,Feb,Monday,False,35,63.15,37.99,False,Very High,Summer,65.0,False,True,14.0,1.85
S00748,2024-02-05,Physical,Cash,P012,Women's Skinny Jeans,Women,Pants,2,54.99,10,11.0,98.98,40.0,58.98,C048,False,False,58.98,2024,1,2,Feb,Monday,False,35,59.59,49.49,False,High,All,63.6,True,True,20.0,4.01
S00749,2024-02-06,Physical,Mobile Pay,P002,Men's Premium T-shirt,Men,Shirt,3,29.99,10,9.0,80.97,33.0,47.97,C139,False,False,47.97,2024,1,2,Feb,Tuesday,False,36,59.24,26.99,False,High,All,63.3,True,True,11.0,4.06
S00750,2024-02-06,Online,Credit Card,P025,Women's Swimsuit,Women,Swimwear,1,44.99,0,0.0,44.99,16.0,28.99,C158,False,False,28.99,2024,1,2,Feb,Tuesday,False,36,64.44,44.99,False,Very High,Summer,64.4,False,True,16.0,-0.04
S00751,2024-02-06,Online,Mobile Pay,P022,Leather Belt,All,Accessories,3,19.99,0,0.0,59.97,18.0,41.97,C048,False,False,41.97,2024,1,2,Feb,Tuesday,False,36,69.98,19.99,False,Very High,All,70.0,True,True,6.0,0.02
S00752,2024-02-06,Online,Debit Card,P005,Men's Hoodie,Men,Jacket,3,59.99,5,9.0,170.97,66.0,104.97,C111,False,False,104.97,2024,1,2,Feb,Tuesday,False,36,61.4,56.99,False,Very High,Winter,63.3,True,False,22.0,1.9
S00753,2024-02-06,Online,Mobile Pay,P022,Leather Belt,All,Accessories,2,19.99,10,4.0,35.98,12.0,23.98,C062,False,False,23.98,2024,1,2,Feb,Tuesday,False,36,66.65,17.99,False,Very High,All,70.0,True,True,6.0,3.35
S00754,2024-02-06,Online,Mobile Pay,P014,Women's Puffer Jacket,Women,Jacket,1,84.99,0,0.0,84.99,32.0,52.99,C192,False,False,52.99,2024,1,2,Feb,Tuesday,False,36,62.35,84.99,False,Very High,Winter,62.3,True,False,32.0,-0.05
S00755,2024-02-06,Online,Mobile Pay,P001,Men's Basic T-shirt,Men,Shirt,1,19.99,0,0.0,19.99,7.0,12.99,C073,False,False,12.99,2024,1,2,Feb,Tuesday,False,36,64.98,19.99,False,Very High,All,65.0,True,True,7.0,0.02
S00756,2024-02-06,Physical,Credit Card,P005,Men's Hoodie,Men,Jacket,3,59.99,10,18.0,161.97,66.0,95.97,C163,False,False,95.97,2024,1,2,Feb,Tuesday,False,36,59.25,53.99,False,High,Winter,63.3,True,False,22.0,4.05
S00757,2024-02-07,Online,PayPal,P023,Canvas Tote Bag,All,Accessories,3,24.99,0,0.0,74.97,24.0,50.97,C153,False,False,50.97,2024,1,2,Feb,Wednesday,False,37,67.99,24.99,False,Very High,All,68.0,True,True,8.0,0.01
S00758,2024-02-07,Physical,Debit Card,P010,Women's Blouse,Women,Top,3,34.99,5,5.25,99.72,36.0,63.72,C170,False,False,63.72,2024,1,2,Feb,Wednesday,False,37,63.9,33.24,False,Very High,All,65.7,True,True,12.0,1.8
S00759,2024-02-07,Physical,Cash,P009,Women's Casual Dress,Women,Dress,1,44.99,10,4.5,40.49,16.0,24.49,C138,False,False,24.49,2024,1,2,Feb,Wednesday,False,37,60.48,40.49,False,Very High,All,64.4,True,True,16.0,3.92
S00760,2024-02-07,Physical,Cash,P023,Canvas Tote Bag,All,Accessories,1,24.99,5,1.25,23.74,8.0,15.74,C159,False,False,15.74,2024,1,2,Feb,Wednesday,False,37,66.3,23.74,False,Very High,All,68.0,True,True,8.0,1.7
S00761,2024-02-07,Physical,Credit Card,P022,Leather Belt,All,Accessories,2,19.99,0,0.0,39.98,12.0,27.98,C064,False,False,27.98,2024,1,2,Feb,Wednesday,False,37,69.98,19.99,False,Very High,All,70.0,True,True,6.0,0.02
S00762,2024-02-07,Online,Credit Card,P015,Women's Cardigan,Women,Top,3,49.99,0,0.0,149.97,54.0,95.97,C096,False,False,95.97,2024,1,2,Feb,Wednesday,False,37,63.99,49.99,False,Very High,Winter,64.0,True,False,18.0,0.01
S00763,2024-02-07,Online,PayPal,P009,Women's Casual Dress,Women,Dress,1,44.99,0,0.0,44.99,16.0,28.99,C148,False,False,28.99,2024,1,2,Feb,Wednesday,False,37,64.44,44.99,False,Very High,All,64.4,True,True,16.0,-0.04
S00764,2024-02-07,Physical,Credit Card,P020,Unisex Cap,All,Accessories,3,14.99,0,0.0,44.97,12.0,32.97,C053,False,False,32.97,2024,1,2,Feb,Wednesday,False,37,73.32,14.99,False,Very High,All,73.3,True,True,4.0,-0.02
S00765,2024-02-07,Online,Credit Card,P020,Unisex Cap,All,Accessories,2,14.99,5,1.5,28.48,8.0,20.48,C138,False,False,20.48,2024,1,2,Feb,Wednesday,False,37,71.91,14.24,False,Very High,All,73.3,True,True,4.0,1.39
S00766,2024-02-07,Online,PayPal,P008,Women's Floral Dress,Women,Dress,1,54.99,0,0.0,54.99,20.0,34.99,C166,False,False,34.99,2024,1,2,Feb,Wednesday,False,37,63.63,54.99,False,Very High,Summer,63.6,False,True,20.0,-0.03
S00767,2024-02-07,Physical,Credit Card,P023,Canvas Tote Bag,All,Accessories,2,24.99,5,2.5,47.48,16.0,31.48,C160,False,False,31.48,2024,1,2,Feb,Wednesday,False,37,66.3,23.74,False,Very High,All,68.0,True,True,8.0,1.7
S00768,2024-02-07,Online,Debit Card,P004,Men's Chino Pants,Men,Pants,1,44.99,0,0.0,44.99,15.0,29.99,C040,False,False,29.99,2024,1,2,Feb,Wednesday,False,37,66.66,44.99,False,Very High,All,66.7,True,True,15.0,0.04
S00769,2024-02-07,Online,Credit Card,P004,Men's Chino Pants,Men,Pants,2,44.99,10,9.0,80.98,30.0,50.98,C083,False,False,50.98,2024,1,2,Feb,Wednesday,False,37,62.95,40.49,False,Very High,All,66.7,True,True,15.0,3.75
S00770,2024-02-07,Physical,Credit Card,P007,Men's Polo Shirt,Men,Shirt,1,34.99,0,0.0,34.99,12.0,22.99,C037,False,False,22.99,2024,1,2,Feb,Wednesday,False,37,65.7,34.99,False,Very High,Summer,65.7,False,True,12.0,0.0
S00771,2024-02-07,Physical,Mobile Pay,P022,Leather Belt,All,Accessories,3,19.99,20,11.99,47.98,18.0,29.98,C176,False,False,29.98,2024,1,2,Feb,Wednesday,False,37,62.48,15.99,False,Very High,All,70.0,True,True,6.0,7.52
S00772,2024-02-07,Online,Credit Card,P021,Unisex Socks (3-pack),All,Accessories,1,9.99,0,0.0,9.99,2.5,7.49,C189,False,False,7.49,2024,1,2,Feb,Wednesday,False,37,74.97,9.99,False,Very High,All,75.0,True,True,2.5,0.03
S00773,2024-02-07,Online,Mobile Pay,P021,Unisex Socks (3-pack),All,Accessories,1,9.99,10,1.0,8.99,2.5,6.49,C177,False,False,6.49,2024,1,2,Feb,Wednesday,False,37,72.19,8.99,False,Very High,All,75.0,True,True,2.5,2.81
S00774,2024-02-07,Physical,Cash,P009,Women's Casual Dress,Women,Dress,1,44.99,0,0.0,44.99,16.0,28.99,C045,False,False,28.99,2024,1,2,Feb,Wednesday,False,37,64.44,44.99,False,Very High,All,64.4,True,True,16.0,-0.04
S00775,2024-02-08,Physical,Debit Card,P015,Women's Cardigan,Women,Top,2,49.99,15,15.0,84.98,36.0,48.98,C009,False,False,48.98,2024,1,2,Feb,Thursday,False,38,57.64,42.49,False,High,Winter,64.0,True,False,18.0,6.36
S00776,2024-02-08,Online,Credit Card,P002,Men's Premium T-shirt,Men,Shirt,2,29.99,5,3.0,56.98,22.0,34.98,C072,False,False,34.98,2024,1,2,Feb,Thursday,False,38,61.39,28.49,False,Very High,All,63.3,True,True,11.0,1.91
S00777,2024-02-08,Online,Mobile Pay,P020,Unisex Cap,All,Accessories,1,14.99,0,0.0,14.99,4.0,10.99,C142,False,False,10.99,2024,1,2,Feb,Thursday,False,38,73.32,14.99,False,Very High,All,73.3,True,True,4.0,-0.02
S00778,2024-02-08,Physical,Mobile Pay,P008,Women's Floral Dress,Women,Dress,2,54.99,5,5.5,104.48,40.0,64.48,C098,False,False,64.48,2024,1,2,Feb,Thursday,False,38,61.72,52.24,False,Very High,Summer,63.6,False,True,20.0,1.88
S00779,2024-02-08,Online,Credit Card,P001,Men's Basic T-shirt,Men,Shirt,3,19.99,5,3.0,56.97,21.0,35.97,C099,False,False,35.97,2024,1,2,Feb,Thursday,False,38,63.14,18.99,False,Very High,All,65.0,True,True,7.0,1.86
S00780,2024-02-08,Physical,Credit Card,P020,Unisex Cap,All,Accessories,5,14.99,10,7.5,67.45,20.0,47.45,C170,False,False,47.45,2024,1,2,Feb,Thursday,False,38,70.35,13.49,False,Very High,All,73.3,True,True,4.0,2.95
S00781,2024-02-08,Online,Credit Card,P005,Men's Hoodie,Men,Jacket,1,59.99,0,0.0,59.99,22.0,37.99,C174,False,False,37.99,2024,1,2,Feb,Thursday,False,38,63.33,59.99,False,Very High,Winter,63.3,True,False,22.0,-0.03
S00782,2024-02-08,Physical,Mobile Pay,P010,Women's Blouse,Women,Top,5,34.99,10,17.5,157.45,60.0,97.45,C025,False,False,97.45,2024,1,2,Feb,Thursday,False,38,61.89,31.49,False,Very High,All,65.7,True,True,12.0,3.81
S00783,2024-02-08,Online,Credit Card,P021,Unisex Socks (3-pack),All,Accessories,1,9.99,5,0.5,9.49,2.5,6.99,C019,False,False,6.99,2024,1,2,Feb,Thursday,False,38,73.66,9.49,False,Very High,All,75.0,True,True,2.5,1.34
S00784,2024-02-08,Online,Credit Card,P006,Men's Puffer Jacket,Men,Jacket,4,89.99,10,36.0,323.96,140.0,183.96,C174,False,False,183.96,2024,1,2,Feb,Thursday,False,38,56.78,80.99,False,High,Winter,61.1,True,False,35.0,4.32
S00785,2024-02-08,Online,Debit Card,P022,Leather Belt,All,Accessories,1,19.99,0,0.0,19.99,6.0,13.99,C037,False,False,13.99,2024,1,2,Feb,Thursday,False,38,69.98,19.99,False,Very High,All,70.0,True,True,6.0,0.02
S00786,2024-02-08,Online,Credit Card,P013,Women's Hoodie,Women,Jacket,2,59.99,5,6.0,113.98,44.0,69.98,C034,False,False,69.98,2024,1,2,Feb,Thursday,False,38,61.4,56.99,False,Very High,Winter,63.3,True,False,22.0,1.9
S00787,2024-02-08,Physical,Cash,P006,Men's Puffer Jacket,Men,Jacket,1,89.99,0,0.0,89.99,35.0,54.99,C102,False,False,54.99,2024,1,2,Feb,Thursday,False,38,61.11,89.99,False,Very High,Winter,61.1,True,False,35.0,-0.01
S00788,2024-02-08,Physical,Debit Card,P014,Women's Puffer Jacket,Women,Jacket,2,84.99,0,0.0,169.98,64.0,105.98,C055,False,False,105.98,2024,1,2,Feb,Thursday,False,38,62.35,84.99,False,Very High,Winter,62.3,True,False,32.0,-0.05
S00789,2024-02-08,Online,Mobile Pay,P006,Men's Puffer Jacket,Men,Jacket,1,89.99,0,0.0,89.99,35.0,54.99,C179,False,False,54.99,2024,1,2,Feb,Thursday,False,38,61.11,89.99,False,Very High,Winter,61.1,True,False,35.0,-0.01
S00790,2024-02-09,Online,Mobile Pay,P001,Men's Basic T-shirt,Men,Shirt,3,19.99,0,0.0,59.97,21.0,38.97,C114,False,True,0.0,2024,1,2,Feb,Friday,False,39,0.0,19.99,True,Loss/Break-even,All,65.0,True,True,7.0,65.0
S00791,2024-02-09,Online,Mobile Pay,P013,Women's Hoodie,Women,Jacket,2,59.99,0,0.0,119.98,44.0,75.98,C111,False,False,75.98,2024,1,2,Feb,Friday,False,39,63.33,59.99,False,Very High,Winter,63.3,True,False,22.0,-0.03
S00792,2024-02-09,Online,Credit Card,P021,Unisex Socks (3-pack),All,Accessories,1,9.99,10,1.0,8.99,2.5,6.49,C184,False,False,6.49,2024,1,2,Feb,Friday,False,39,72.19,8.99,False,Very High,All,75.0,True,True,2.5,2.81
S00793,2024-02-09,Physical,Credit Card,P025,Women's Swimsuit,Women,Swimwear,1,44.99,5,2.25,42.74,16.0,26.74,C103,False,False,26.74,2024,1,2,Feb,Friday,False,39,62.56,42.74,False,Very High,Summer,64.4,False,True,16.0,1.84
S00794,2024-02-09,Physical,Cash,P002,Men's Premium T-shirt,Men,Shirt,2,29.99,0,0.0,59.98,22.0,37.98,C103,False,False,37.98,2024,1,2,Feb,Friday,False,39,63.32,29.99,False,Very High,All,63.3,True,True,11.0,-0.02
S00795,2024-02-09,Online,Mobile Pay,P020,Unisex Cap,All,Accessories,2,14.99,5,1.5,28.48,8.0,20.48,C083,False,False,20.48,2024,1,2,Feb,Friday,False,39,71.91,14.24,False,Very High,All,73.3,True,True,4.0,1.39
S00796,2024-02-09,Physical,Credit Card,P020,Unisex Cap,All,Accessories,4,14.99,0,0.0,59.96,16.0,43.96,C093,False,False,43.96,2024,1,2,Feb,Friday,False,39,73.32,14.99,False,Very High,All,73.3,True,True,4.0,-0.02
S00797,2024-02-09,Physical,Credit Card,P020,Unisex Cap,All,Accessories,1,14.99,0,0.0,14.99,4.0,10.99,C145,False,False,10.99,2024,1,2,Feb,Friday,False,39,73.32,14.99,False,Very High,All,73.3,True,True,4.0,-0.02
S00798,2024-02-09,Physical,Cash,P022,Leather Belt,All,Accessories,4,19.99,10,8.0,71.96,24.0,47.96,C163,False,False,47.96,2024,1,2,Feb,Friday,False,39,66.65,17.99,False,Very High,All,70.0,True,True,6.0,3.35
S00799,2024-02-09,Online,Credit Card,P006,Men's Puffer Jacket,Men,Jacket,1,89.99,10,9.0,80.99,35.0,45.99,C072,False,False,45.99,2024,1,2,Feb,Friday,False,39,56.78,80.99,False,High,Winter,61.1,True,False,35.0,4.32
