sale_id,date,store_channel,payment_method,product_id,product_name,category,sub_category,quantity_sold,unit_price,discount_pct,discount_amount,total_sale,cost_total,gross_profit,customer_id,is_promotion,is_returned
S01332,2024-03-08,Physical,Debit Card,P004,Men's Chino Pants,Men,Pants,1,44.99,0,0.0,44.99,15.0,29.99,C023,False,False
S01333,2024-03-08,Physical,Debit Card,P002,Men's Premium T-shirt,Men,Shirt,2,29.99,5,1.5,56.98,22.0,34.98,C194,False,False
S01334,2024-03-08,Online,Mobile Pay,P006,Men's Puffer Jacket,Men,Jacket,1,89.99,0,0.0,89.99,35.0,54.99,C123,False,True
S01335,2024-03-08,Physical,Cash,P021,Unisex Socks (3-pack),All,Accessories,2,9.99,0,0.0,19.98,5.0,14.98,C026,False,False
S01336,2024-03-08,Online,Mobile Pay,P023,Canvas Tote Bag,All,Accessories,1,24.99,10,2.5,22.49,8.0,14.49,C108,False,True
S01337,2024-03-08,Physical,Debit Card,P021,Unisex Socks (3-pack),All,Accessories,2,9.99,10,1.0,17.98,5.0,12.98,C191,False,False
S01338,2024-03-08,Physical,Cash,P022,Leather Belt,All,Accessories,3,19.99,5,1.0,56.97,18.0,38.97,C005,False,False
S01339,2024-03-08,Online,Credit Card,P014,Women's Puffer Jacket,Women,Jacket,1,84.99,15,12.75,72.24,32.0,40.24,C076,False,False
S01340,2024-03-09,Online,Credit Card,P020,Unisex Cap,All,Accessories,1,14.99,5,0.75,14.24,4.0,10.24,C194,False,False
S01341,2024-03-09,Physical,Debit Card,P022,Leather Belt,All,Accessories,2,19.99,0,0.0,39.98,12.0,27.98,C113,False,False
S01342,2024-03-09,Online,Credit Card,P021,Unisex Socks (3-pack),All,Accessories,2,9.99,0,0.0,19.98,5.0,14.98,C097,False,False
S01343,2024-03-09,Online,Credit Card,P012,Women's Skinny Jeans,Women,Pants,1,54.99,0,0.0,54.99,20.0,34.99,C182,False,True
S01344,2024-03-09,Physical,Credit Card,P020,Unisex Cap,All,Accessories,2,14.99,5,0.75,28.48,8.0,20.48,C107,False,False
S01345,2024-03-09,Online,PayPal,P012,Women's Skinny Jeans,Women,Pants,2,54.99,0,0.0,109.98,40.0,69.98,C049,False,False
S01346,2024-03-09,Online,Credit Card,P009,Women's Casual Dress,Women,Dress,2,44.99,0,0.0,89.98,32.0,57.98,C004,False,False
S01347,2024-03-09,Physical,Debit Card,P003,Men's Slim Jeans,Men,Pants,1,49.99,15,7.5,42.49,18.0,24.49,C100,False,False
S01348,2024-03-09,Physical,Credit Card,P022,Leather Belt,All,Accessories,1,19.99,5,1.0,18.99,6.0,12.99,C079,False,False
S01349,2024-03-09,Online,Debit Card,P013,Women's Hoodie,Women,Jacket,1,59.99,10,6.0,53.99,22.0,31.99,C075,False,False
S01350,2024-03-09,Physical,Credit Card,P012,Women's Skinny Jeans,Women,Pants,3,54.99,5,2.75,156.72,60.0,96.72,C110,False,False
S01351,2024-03-09,Physical,Mobile Pay,P021,Unisex Socks (3-pack),All,Accessories,3,9.99,5,0.5,28.47,7.5,20.97,C022,False,False
S01352,2024-03-09,Physical,Cash,P021,Unisex Socks (3-pack),All,Accessories,3,9.99,0,0.0,29.97,7.5,22.47,C045,False,True
S01353,2024-03-09,Online,Credit Card,P013,Women's Hoodie,Women,Jacket,1,59.99,0,0.0,59.99,22.0,37.99,C196,False,False
S01354,2024-03-09,Physical,Debit Card,P020,Unisex Cap,All,Accessories,1,14.99,0,0.0,14.99,4.0,10.99,C080,False,False
S01355,2024-03-09,Online,PayPal,P012,Women's Skinny Jeans,Women,Pants,2,54.99,0,0.0,109.98,40.0,69.98,C047,False,False
S01356,2024-03-09,Physical,Debit Card,P022,Leather Belt,All,Accessories,4,19.99,0,0.0,79.96,24.0,55.96,C074,False,False
S01357,2024-03-09,Physical,Credit Card,P010,Women's Blouse,Women,Top,2,34.99,5,1.75,66.48,24.0,42.48,C113,False,False
S01358,2024-03-10,Physical,Mobile Pay,P009,Women's Casual Dress,Women,Dress,1,44.99,0,0.0,44.99,16.0,28.99,C036,False,False
S01359,2024-03-10,Physical,Cash,P022,Leather Belt,All,Accessories,2,19.99,0,0.0,39.98,12.0,27.98,C113,False,False
S01360,2024-03-10,Physical,Cash,P006,Men's Puffer Jacket,Men,Jacket,2,89.99,5,4.5,170.98,70.0,100.98,C026,False,False
S01361,2024-03-10,Physical,Debit Card,P001,Men's Basic T-shirt,Men,Shirt,2,19.99,0,0.0,39.98,14.0,25.98,C105,False,False
S01362,2024-03-10,Online,Credit Card,P009,Women's Casual Dress,Women,Dress,1,44.99,0,0.0,44.99,16.0,28.99,C129,False,False
S01363,2024-03-10,Online,PayPal,P023,Canvas Tote Bag,All,Accessories,2,24.99,0,0.0,49.98,16.0,33.98,C077,False,False
S01364,2024-03-10,Online,PayPal,P012,Women's Skinny Jeans,Women,Pants,1,54.99,0,0.0,54.99,20.0,34.99,,False,False
S01365,2024-03-10,Physical,Credit Card,P012,Women's Skinny Jeans,Women,Pants,5,54.99,15,8.25,233.7,100.0,133.7,C171,False,False
S01366,2024-03-10,Online,Debit Card,P016,Kids T-shirt,Kids,Shirt,2,14.99,20,3.0,23.98,10.0,13.98,C121,False,True
S01367,2024-03-10,Physical,Mobile Pay,P011,Women's Skirt,Women,Skirt,2,39.99,0,0.0,79.98,28.0,51.98,C194,False,False
S01368,2024-03-10,Physical,Cash,P011,Women's Skirt,Women,Skirt,1,39.99,0,0.0,39.99,14.0,25.99,C148,False,False
S01369,2024-03-10,Online,Debit Card,P017,Kids Jeans,Kids,Pants,1,29.99,0,0.0,29.99,10.0,19.99,C124,False,False
S01370,2024-03-10,Online,Mobile Pay,P009,Women's Casual Dress,Women,Dress,1,44.99,0,0.0,44.99,16.0,28.99,C182,False,False
S01371,2024-03-10,Physical,Debit Card,P022,Leather Belt,All,Accessories,1,19.99,5,1.0,18.99,6.0,12.99,C042,False,False
S01372,2024-03-10,Online,Mobile Pay,P012,Women's Skinny Jeans,Women,Pants,3,54.99,0,0.0,164.97,60.0,104.97,C001,False,False
S01373,2024-03-10,Online,Credit Card,P012,Women's Skinny Jeans,Women,Pants,2,54.99,10,5.5,98.98,40.0,58.98,C047,False,False
S01374,2024-03-10,Online,Credit Card,P021,Unisex Socks (3-pack),All,Accessories,2,9.99,0,0.0,19.98,5.0,14.98,C044,False,False
S01375,2024-03-10,Physical,Credit Card,P001,Men's Basic T-shirt,Men,Shirt,1,19.99,5,1.0,18.99,7.0,11.99,C186,False,False
S01376,2024-03-10,Physical,Debit Card,P007,Men's Polo Shirt,Men,Shirt,2,34.99,5,1.75,66.48,24.0,42.48,C123,False,False
S01377,2024-03-11,Physical,Debit Card,P023,Canvas Tote Bag,All,Accessories,1,24.99,0,0.0,24.99,8.0,16.99,C063,False,True
S01378,2024-03-11,Physical,Mobile Pay,P009,Women's Casual Dress,Women,Dress,1,44.99,0,0.0,44.99,16.0,28.99,C113,False,False
S01379,2024-03-11,Online,Mobile Pay,P004,Men's Chino Pants,Men,Pants,2,44.99,10,4.5,80.98,30.0,50.98,C024,False,False
S01380,2024-03-11,Physical,Debit Card,P004,Men's Chino Pants,Men,Pants,1,44.99,0,0.0,44.99,15.0,29.99,C094,False,False
S01381,2024-03-11,Online,Credit Card,P022,Leather Belt,All,Accessories,1,19.99,0,0.0,19.99,6.0,13.99,C168,False,False
S01382,2024-03-11,Online,Debit Card,P008,Women's Floral Dress,Women,Dress,1,54.99,0,0.0,54.99,20.0,34.99,C018,False,False
S01383,2024-03-11,Online,Credit Card,P020,Unisex Cap,All,Accessories,1,14.99,10,1.5,13.49,4.0,9.49,C187,False,False
S01384,2024-03-11,Online,Credit Card,P025,Women's Swimsuit,Women,Swimwear,1,44.99,0,0.0,44.99,16.0,28.99,C018,False,False
S01385,2024-03-12,Online,Credit Card,P012,Women's Skinny Jeans,Women,Pants,1,54.99,0,0.0,54.99,20.0,34.99,C111,False,False
S01386,2024-03-12,Physical,Credit Card,P005,Men's Hoodie,Men,Jacket,3,59.99,0,0.0,179.97,66.0,113.97,C149,False,False
S01387,2024-03-12,Online,Mobile Pay,P021,Unisex Socks (3-pack),All,Accessories,1,9.99,0,0.0,9.99,2.5,7.49,C054,False,False
S01388,2024-03-12,Online,Debit Card,P014,Women's Puffer Jacket,Women,Jacket,1,84.99,5,4.25,80.74,32.0,48.74,C103,False,False
S01389,2024-03-12,Online,PayPal,P006,Men's Puffer Jacket,Men,Jacket,3,89.99,0,0.0,269.97,105.0,164.97,C043,False,False
S01390,2024-03-12,Online,Credit Card,P013,Women's Hoodie,Women,Jacket,2,59.99,0,0.0,119.98,44.0,75.98,C044,False,False
S01391,2024-03-12,Physical,Mobile Pay,P011,Women's Skirt,Women,Skirt,3,39.99,15,6.0,101.97,42.0,59.97,C053,False,False
S01392,2024-03-12,Physical,Credit Card,P009,Women's Casual Dress,Women,Dress,3,44.99,5,2.25,128.22,48.0,80.22,C185,False,False
S01393,2024-03-12,Physical,Cash,P009,Women's Casual Dress,Women,Dress,1,44.99,0,0.0,44.99,16.0,28.99,C104,False,False
S01394,2024-03-12,Online,Credit Card,P003,Men's Slim Jeans,Men,Pants,2,49.99,5,2.5,94.98,36.0,58.98,C127,False,False
S01395,2024-03-12,Physical,Credit Card,P009,Women's Casual Dress,Women,Dress,2,44.99,5,2.25,85.48,32.0,53.48,C096,False,False
S01396,2024-03-12,Physical,Credit Card,P012,Women's Skinny Jeans,Women,Pants,1,54.99,0,0.0,54.99,20.0,34.99,C094,False,False
S01397,2024-03-12,Physical,Mobile Pay,P010,Women's Blouse,Women,Top,4,34.99,0,0.0,139.96,48.0,91.96,C065,False,False
S01398,2024-03-12,Online,Debit Card,P012,Women's Skinny Jeans,Women,Pants,2,54.99,5,2.75,104.48,40.0,64.48,C113,False,False
S01399,2024-03-12,Physical,Mobile Pay,P005,Men's Hoodie,Men,Jacket,3,59.99,15,9.0,152.97,66.0,86.97,C132,False,False
S01400,2024-03-12,Physical,Debit Card,P003,Men's Slim Jeans,Men,Pants,2,49.99,0,0.0,99.98,36.0,63.98,C181,False,False
S01401,2024-03-13,Online,Credit Card,P013,Women's Hoodie,Women,Jacket,4,59.99,0,0.0,239.96,88.0,151.96,C130,False,False
S01402,2024-03-13,Physical,Cash,P020,Unisex Cap,All,Accessories,2,14.99,0,0.0,29.98,8.0,21.98,C028,False,False
S01403,2024-03-13,Physical,Debit Card,P023,Canvas Tote Bag,All,Accessories,2,24.99,0,0.0,49.98,16.0,33.98,C038,False,False
S01404,2024-03-13,Physical,Cash,P014,Women's Puffer Jacket,Women,Jacket,1,84.99,15,12.75,72.24,32.0,40.24,C043,False,False
S01405,2024-03-13,Online,Debit Card,P011,Women's Skirt,Women,Skirt,2,39.99,0,0.0,79.98,28.0,51.98,C088,False,False
S01406,2024-03-13,Physical,Cash,P014,Women's Puffer Jacket,Women,Jacket,1,84.99,0,0.0,84.99,32.0,52.99,C068,False,False
S01407,2024-03-13,Physical,Credit Card,P010,Women's Blouse,Women,Top,1,34.99,5,1.75,33.24,12.0,21.24,C131,False,False
S01408,2024-03-13,Online,Debit Card,P017,Kids Jeans,Kids,Pants,1,29.99,5,1.5,28.49,10.0,18.49,C086,False,True
S01409,2024-03-13,Physical,Mobile Pay,P011,Women's Skirt,Women,Skirt,1,39.99,0,0.0,39.99,14.0,25.99,C057,False,False
S01410,2024-03-14,Physical,Credit Card,P010,Women's Blouse,Women,Top,2,34.99,0,0.0,69.98,24.0,45.98,C086,False,False
S01411,2024-03-14,Physical,Debit Card,P014,Women's Puffer Jacket,Women,Jacket,3,84.99,0,0.0,254.97,96.0,158.97,C135,False,False
S01412,2024-03-14,Online,Credit Card,P023,Canvas Tote Bag,All,Accessories,3,24.99,5,1.25,71.22,24.0,47.22,C154,False,False
S01413,2024-03-14,Online,Credit Card,P006,Men's Puffer Jacket,Men,Jacket,2,89.99,5,4.5,170.98,70.0,100.98,C005,False,False
S01414,2024-03-14,Physical,Debit Card,P021,Unisex Socks (3-pack),All,Accessories,1,9.99,0,0.0,9.99,2.5,7.49,C054,False,False
S01415,2024-03-14,Physical,Mobile Pay,P021,Unisex Socks (3-pack),All,Accessories,2,9.99,5,0.5,18.98,5.0,13.98,C059,False,False
S01416,2024-03-14,Online,Debit Card,P022,Leather Belt,All,Accessories,2,19.99,15,3.0,33.98,12.0,21.98,C084,False,False
S01417,2024-03-14,Physical,Mobile Pay,P020,Unisex Cap,All,Accessories,1,14.99,0,0.0,14.99,4.0,10.99,C090,False,False
S01418,2024-03-14,Physical,Credit Card,P020,Unisex Cap,All,Accessories,1,14.99,0,0.0,14.99,4.0,10.99,C060,False,False
S01419,2024-03-14,Online,Mobile Pay,P004,Men's Chino Pants,Men,Pants,1,44.99,0,0.0,44.99,15.0,29.99,C008,False,False
S01420,2024-03-14,Physical,Credit Card,P007,Men's Polo Shirt,Men,Shirt,2,34.99,0,0.0,69.98,24.0,45.98,C023,False,False
S01421,2024-03-14,Online,Debit Card,P010,Women's Blouse,Women,Top,2,34.99,5,1.75,66.48,24.0,42.48,C147,False,False
S01422,2024-03-15,Online,Credit Card,P015,Women's Cardigan,Women,Top,1,49.99,0,0.0,49.99,18.0,31.99,C066,False,False
S01423,2024-03-15,Online,Credit Card,P004,Men's Chino Pants,Men,Pants,2,44.99,0,0.0,89.98,30.0,59.98,C078,False,False
S01424,2024-03-15,Online,Debit Card,P006,Men's Puffer Jacket,Men,Jacket,3,89.99,0,0.0,269.97,105.0,164.97,C186,False,False
S01425,2024-03-15,Online,Mobile Pay,P010,Women's Blouse,Women,Top,3,34.99,0,0.0,104.97,36.0,68.97,C003,False,False
S01426,2024-03-15,Physical,Credit Card,P003,Men's Slim Jeans,Men,Pants,3,49.99,0,0.0,149.97,54.0,95.97,C069,False,False
S01427,2024-03-15,Online,Credit Card,P021,Unisex Socks (3-pack),All,Accessories,2,9.99,0,0.0,19.98,5.0,14.98,C070,False,False
S01428,2024-03-15,Online,PayPal,P005,Men's Hoodie,Men,Jacket,1,59.99,0,0.0,59.99,22.0,37.99,C089,False,False
S01429,2024-03-15,Online,Debit Card,P004,Men's Chino Pants,Men,Pants,2,44.99,0,0.0,89.98,30.0,59.98,C093,False,False
S01430,2024-03-15,Physical,Credit Card,P022,Leather Belt,All,Accessories,1,19.99,10,2.0,17.99,6.0,11.99,C149,False,False
S01431,2024-03-15,Online,Credit Card,P012,Women's Skinny Jeans,Women,Pants,1,54.99,0,0.0,54.99,20.0,34.99,C043,False,False
S01432,2024-03-15,Online,Credit Card,P025,Women's Swimsuit,Women,Swimwear,1,44.99,0,0.0,44.99,16.0,28.99,C140,False,False
S01433,2024-03-15,Online,Credit Card,P025,Women's Swimsuit,Women,Swimwear,2,44.99,5,2.25,85.48,32.0,53.48,C135,False,False
S01434,2024-03-15,Physical,Cash,P015,Women's Cardigan,Women,Top,1,49.99,0,0.0,49.99,18.0,31.99,C052,False,False
S01435,2024-03-15,Online,Credit Card,P020,Unisex Cap,All,Accessories,2,14.99,10,1.5,26.98,8.0,18.98,C007,False,False
S01436,2024-03-15,Online,Credit Card,P023,Canvas Tote Bag,All,Accessories,1,24.99,10,2.5,22.49,8.0,14.49,C171,False,False
S01437,2024-03-15,Physical,Debit Card,P023,Canvas Tote Bag,All,Accessories,1,24.99,0,0.0,24.99,8.0,16.99,C194,False,False
S01438,2024-03-15,Physical,Debit Card,P022,Leather Belt,All,Accessories,5,19.99,10,2.0,89.95,30.0,59.95,C127,False,False
S01439,2024-03-16,Online,Mobile Pay,P013,Women's Hoodie,Women,Jacket,2,59.99,0,0.0,119.98,44.0,75.98,C049,False,False
S01440,2024-03-16,Online,Credit Card,P006,Men's Puffer Jacket,Men,Jacket,2,89.99,20,18.0,143.98,70.0,73.98,C145,False,False
S01441,2024-03-16,Online,Mobile Pay,P002,Men's Premium T-shirt,Men,Shirt,2,29.99,5,1.5,56.98,22.0,34.98,C014,False,False
S01442,2024-03-16,Physical,Debit Card,P005,Men's Hoodie,Men,Jacket,2,59.99,0,0.0,119.98,44.0,75.98,C150,False,False
S01443,2024-03-16,Online,Mobile Pay,P005,Men's Hoodie,Men,Jacket,2,59.99,0,0.0,119.98,44.0,75.98,C137,False,False
S01444,2024-03-16,Physical,Credit Card,P005,Men's Hoodie,Men,Jacket,2,59.99,0,0.0,119.98,44.0,75.98,C082,False,False
S01445,2024-03-16,Physical,Mobile Pay,P005,Men's Hoodie,Men,Jacket,1,59.99,0,0.0,59.99,22.0,37.99,C104,False,False
S01446,2024-03-16,Online,Credit Card,P021,Unisex Socks (3-pack),All,Accessories,2,9.99,5,0.5,18.98,5.0,13.98,C095,False,False
S01447,2024-03-16,Physical,Debit Card,P020,Unisex Cap,All,Accessories,1,14.99,5,0.75,14.24,4.0,10.24,C078,False,False
S01448,2024-03-16,Online,Credit Card,P011,Women's Skirt,Women,Skirt,1,39.99,10,4.0,35.99,14.0,21.99,C157,False,True
S01449,2024-03-16,Physical,Debit Card,P012,Women's Skinny Jeans,Women,Pants,1,54.99,10,5.5,49.49,20.0,29.49,C192,False,False
S01450,2024-03-16,Physical,Debit Card,P024,Men's Swim Shorts,Men,Swimwear,3,29.99,0,0.0,89.97,30.0,59.97,C177,False,False
S01451,2024-03-16,Physical,Debit Card,P023,Canvas Tote Bag,All,Accessories,3,24.99,20,5.0,59.97,24.0,35.97,C108,False,False
S01452,2024-03-16,Physical,Credit Card,P020,Unisex Cap,All,Accessories,1,14.99,0,0.0,14.99,4.0,10.99,C144,False,False
S01453,2024-03-16,Physical,Debit Card,P021,Unisex Socks (3-pack),all,Accessories,1,9.99,0,0.0,9.99,2.5,7.49,C122,False,False
S01454,2024-03-16,Online,PayPal,P001,Men's Basic T-shirt,Men,Shirt,2,19.99,5,1.0,37.98,14.0,23.98,C198,False,False
S01455,2024-03-16,Online,Debit Card,P005,Men's Hoodie,Men,Jacket,1,59.99,0,0.0,59.99,22.0,37.99,C143,False,False
S01456,2024-03-17,Physical,Debit Card,P022,Leather Belt,All,Accessories,1,19.99,0,0.0,19.99,6.0,13.99,C016,False,False
S01457,2024-03-17,Physical,Debit Card,P015,Women's Cardigan,Women,Top,2,49.99,0,0.0,99.98,36.0,63.98,C160,False,False
S01458,2024-03-17,Online,Debit Card,P021,Unisex Socks (3-pack),All,Accessories,1,9.99,0,0.0,9.99,2.5,7.49,C090,False,False
S01459,2024-03-17,Physical,Debit Card,P024,Men's Swim Shorts,Men,Swimwear,1,29.99,0,0.0,29.99,10.0,19.99,C105,False,False
S01460,2024-03-17,Physical,Debit Card,P014,Women's Puffer Jacket,Women,Jacket,1,84.99,0,0.0,84.99,32.0,52.99,C049,False,False
S01461,2024-03-17,Physical,Cash,P020,Unisex Cap,All,Accessories,1,14.99,0,0.0,14.99,4.0,10.99,,False,False
S01462,2024-03-17,Physical,Credit Card,P001,Men's Basic T-shirt,Men,Shirt,3,19.99,0,0.0,59.97,21.0,38.97,C037,False,False
S01463,2024-03-17,Physical,Cash,P020,Unisex Cap,All,Accessories,1,14.99,10,1.5,13.49,4.0,9.49,C188,False,False
S01464,2024-03-17,Physical,Credit Card,P010,Women's Blouse,Women,Top,1,34.99,0,0.0,34.99,12.0,22.99,C172,False,False
S01465,2024-03-17,Physical,Cash,P007,Men's Polo Shirt,Men,Shirt,2,34.99,10,3.5,62.98,24.0,38.98,C046,False,False
S01466,2024-03-17,Physical,Cash,P010,Women's Blouse,Women,Top,2,34.99,0,0.0,69.98,24.0,45.98,C144,False,False
S01467,2024-03-17,Physical,Cash,P014,Women's Puffer Jacket,Women,Jacket,1,84.99,0,0.0,84.99,32.0,52.99,C036,False,False
S01468,2024-03-17,Physical,Credit Card,P011,Women's Skirt,Women,Skirt,5,39.99,5,2.0,189.95,70.0,119.95,C196,False,False
S01469,2024-03-17,Online,Mobile Pay,P022,Leather Belt,All,Accessories,1,19.99,0,0.0,19.99,6.0,13.99,C054,False,True
S01470,2024-03-17,Online,Credit Card,P024,Men's Swim Shorts,Men,Swimwear,1,29.99,0,0.0,29.99,10.0,19.99,C056,False,False
S01471,2024-03-17,Online,Credit Card,P004,Men's Chino Pants,Men,Pants,2,44.99,0,0.0,89.98,30.0,59.98,C149,False,False
S01472,2024-03-17,Online,Mobile Pay,P004,Men's Chino Pants,Men,Pants,1,44.99,0,0.0,44.99,15.0,29.99,C147,False,False
S01473,2024-03-17,Physical,Credit Card,P018,Kids Jacket,Kids,Jacket,1,44.99,0,0.0,44.99,16.0,28.99,C184,False,False
S01474,2024-03-17,Online,Mobile Pay,P024,Men's Swim Shorts,Men,Swimwear,2,29.99,15,4.5,50.98,20.0,30.98,C182,False,False
S01475,2024-03-17,Online,Debit Card,P024,Men's Swim Shorts,Men,Swimwear,2,29.99,0,0.0,59.98,20.0,39.98,C027,False,False
S01476,2024-03-17,Physical,Credit Card,P008,Women's Floral Dress,Women,Dress,2,54.99,10,5.5,98.98,40.0,58.98,C061,False,False
S01477,2024-03-17,Online,Mobile Pay,P023,Canvas Tote Bag,All,Accessories,1,24.99,15,3.75,21.24,8.0,13.24,C042,False,False
S01478,2024-03-17,Physical,Credit Card,P015,Women's Cardigan,Women,Top,2,49.99,0,0.0,99.98,36.0,63.98,C049,False,False
S01479,2024-03-17,Online,Credit Card,P020,Unisex Cap,All,Accessories,2,14.99,5,0.75,28.48,8.0,20.48,C153,False,False
S01480,2024-03-17,Online,Credit Card,P023,Canvas Tote Bag,All,Accessories,2,24.99,5,1.25,47.48,16.0,31.48,C096,False,False
S01481,2024-03-17,Physical,Credit Card,P021,Unisex Socks (3-pack),All,Accessories,2,9.99,10,1.0,17.98,5.0,12.98,C020,False,False
S01482,2024-03-17,Online,Credit Card,P024,Men's Swim Shorts,Men,Swimwear,2,29.99,0,0.0,59.98,20.0,39.98,C177,False,False
S01483,2024-03-17,Online,Credit Card,P006,Men's Puffer Jacket,Men,Jacket,2,89.99,5,4.5,170.98,70.0,100.98,C011,False,False
S01484,2024-03-18,Physical,Mobile Pay,P015,Women's Cardigan,Women,Top,2,49.99,5,2.5,94.98,36.0,58.98,C004,False,False
S01485,2024-03-18,Physical,Credit Card,P025,Women's Swimsuit,Women,Swimwear,2,44.99,5,2.25,85.48,32.0,53.48,C088,False,False
S01486,2024-03-18,Physical,Debit Card,P023,Canvas Tote Bag,All,Accessories,2,24.99,5,1.25,47.48,16.0,31.48,C007,False,False
S01487,2024-03-18,Physical,Credit Card,P015,Women's Cardigan,women,Top,2,49.99,5,2.5,94.98,36.0,58.98,C101,False,False
S01488,2024-03-18,Physical,Debit Card,P001,Men's Basic T-shirt,Men,Shirt,2,19.99,0,0.0,39.98,14.0,25.98,C160,False,False
S01489,2024-03-18,Physical,Cash,P003,Men's Slim Jeans,Men,Pants,2,49.99,0,0.0,99.98,36.0,63.98,C159,False,False
S01490,2024-03-18,Online,Credit Card,P015,Women's Cardigan,Women,Top,1,49.99,10,5.0,44.99,18.0,26.99,C099,False,False
S01491,2024-03-18,Online,Mobile Pay,P010,Women's Blouse,Women,Top,1,34.99,0,0.0,34.99,12.0,22.99,C115,False,False
S01492,2024-03-18,Physical,Credit Card,P011,Women's Skirt,Women,Skirt,5,39.99,10,4.0,179.95,70.0,109.95,C127,False,False
S01493,2024-03-18,Online,Credit Card,P011,Women's Skirt,Women,Skirt,1,39.99,0,0.0,39.99,14.0,25.99,C147,False,False
S01494,2024-03-18,Online,Credit Card,P002,Men's Premium T-shirt,Men,Shirt,4,29.99,0,0.0,119.96,44.0,75.96,C114,False,False
S01495,2024-03-18,Physical,Credit Card,P021,Unisex Socks (3-pack),all,Accessories,2,9.99,0,0.0,19.98,5.0,14.98,C195,False,False
S01496,2024-03-18,Physical,Mobile Pay,P012,Women's Skinny Jeans,Women,Pants,2,54.99,0,0.0,109.98,40.0,69.98,C157,False,False
S01497,2024-03-19,Online,Credit Card,P007,Men's Polo Shirt,Men,Shirt,2,34.99,0,0.0,69.98,24.0,45.98,C033,False,False
S01498,2024-03-19,Physical,Credit Card,P006,Men's Puffer Jacket,Men,Jacket,3,89.99,0,0.0,269.97,105.0,164.97,C042,False,False
S01499,2024-03-19,Online,Mobile Pay,P024,Men's Swim Shorts,Men,Swimwear,2,29.99,0,0.0,59.98,20.0,39.98,C189,False,False
S01500,2024-03-19,Online,PayPal,P023,Canvas Tote Bag,All,Accessories,1,24.99,15,3.75,21.24,8.0,13.24,C149,False,True
S01501,2024-03-19,Physical,Credit Card,P022,Leather Belt,All,Accessories,1,19.99,0,0.0,19.99,6.0,13.99,C072,False,False
S01502,2024-03-19,Online,Credit Card,P001,Men's Basic T-shirt,Men,Shirt,3,19.99,0,0.0,59.97,21.0,38.97,C200,False,False
S01503,2024-03-19,Physical,Credit Card,P022,Leather Belt,All,Accessories,1,19.99,0,0.0,19.99,6.0,13.99,C084,False,False
S01504,2024-03-19,Online,Credit Card,P020,Unisex Cap,All,Accessories,1,14.99,10,1.5,13.49,4.0,9.49,C043,False,False
S01505,2024-03-19,Online,Credit Card,P006,Men's Puffer Jacket,Men,Jacket,1,89.99,5,4.5,85.49,35.0,50.49,C019,False,True
S01506,2024-03-20,Online,Debit Card,P020,Unisex Cap,All,Accessories,1,14.99,10,1.5,13.49,4.0,9.49,C178,True,False
S01507,2024-03-20,Physical,Mobile Pay,P022,Leather Belt,All,Accessories,1,19.99,5,1.0,18.99,6.0,12.99,C007,True,False
S01508,2024-03-20,Online,Credit Card,P008,Women's Floral Dress,women,Dress,1,54.99,10,5.5,49.49,20.0,29.49,C175,True,False
S01509,2024-03-20,Online,Mobile Pay,P003,Men's Slim Jeans,men,Pants,2,49.99,10,5.0,89.98,36.0,53.98,C183,True,False
S01510,2024-03-20,Physical,Debit Card,P016,Kids T-shirt,Kids,Shirt,3,14.99,15,2.25,38.22,15.0,23.22,C010,True,False
S01511,2024-03-20,Online,Credit Card,P015,Women's Cardigan,Women,Top,3,49.99,0,0.0,149.97,54.0,95.97,C076,True,True
S01512,2024-03-20,Physical,Cash,P010,Women's Blouse,Women,Top,1,34.99,5,1.75,33.24,12.0,21.24,C120,True,False
S01513,2024-03-20,Physical,Debit Card,P012,Women's Skinny Jeans,Women,Pants,2,54.99,10,5.5,98.98,40.0,58.98,C106,True,False
S01514,2024-03-20,Online,Debit Card,P016,Kids T-shirt,Kids,Shirt,1,14.99,5,0.75,14.24,5.0,9.24,C032,True,False
S01515,2024-03-20,Physical,Mobile Pay,P011,Women's Skirt,Women,Skirt,2,39.99,20,8.0,63.98,28.0,35.98,C003,True,False
S01516,2024-03-20,Online,Mobile Pay,P022,Leather Belt,All,Accessories,1,19.99,10,2.0,17.99,6.0,11.99,C180,True,False
S01517,2024-03-20,Online,PayPal,P008,Women's Floral Dress,Women,Dress,1,54.99,10,5.5,49.49,20.0,29.49,C019,True,False
S01518,2024-03-20,Online,Credit Card,P003,Men's Slim Jeans,Men,Pants,1,49.99,5,2.5,47.49,18.0,29.49,C198,True,False
S01519,2024-03-20,Physical,Mobile Pay,P004,Men's Chino Pants,Men,Pants,1,44.99,20,9.0,35.99,15.0,20.99,C023,True,False
S01520,2024-03-20,Physical,Cash,P013,Women's Hoodie,Women,Jacket,3,59.99,20,12.0,143.97,66.0,77.97,C096,True,False
S01521,2024-03-20,Online,Credit Card,P003,Men's Slim Jeans,Men,Pants,3,49.99,10,5.0,134.97,54.0,80.97,C197,True,False
S01522,2024-03-20,Physical,Mobile Pay,P015,Women's Cardigan,Women,Top,2,49.99,10,5.0,89.98,36.0,53.98,C172,True,False
S01523,2024-03-20,Online,Debit Card,P005,Men's Hoodie,Men,Jacket,1,59.99,5,3.0,56.99,22.0,34.99,C108,True,False
S01524,2024-03-20,Online,PayPal,P021,Unisex Socks (3-pack),All,Accessories,1,9.99,20,2.0,7.99,2.5,5.49,C027,True,False
